sample_id,source_stage,original_image_name,original_split,final_image_name,final_split,has_target,target_color,target_type,background_type,negative_type,bbox_x,bbox_y,bbox_w,bbox_h,bbox_px_size,rotation_deg,perspective_level,blur_type,blur_level,motion_blur_length,motion_blur_angle,lighting_type,lighting_level,shadow_level,glare_level,exposure_level,color_shift_level,notes,image_hash,label_hash
stage2_003358,stage2,stage2v2_008313.jpg,val,stage2_003358.jpg,train,1,red,square,soil,none,339,127,112,112,112,5.485,0.01269,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,caec2aefbdd4a494c1d932e58e20a98b67a7904310c7a410bde3fcf02b0b015f,ccdb80c268da1509d8651451e946bfc594ac62c0ca87791d10f4605abf0ccca1
stage2_003359,stage2,stage2v2_012470.jpg,train,stage2_003359.jpg,train,1,blue,square,field_mixed,none,82,219,99,100,100,-2.195,0.02897,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,ef20c89a50bca678b5867140b5cab08c7b7cef9094822dda90e21b9052e6cfcd,5b0cbd68aed42bb7ec3e761292b5b607173fef965a2e34a53f6d084f5863626c
stage3_002103,stage3,stage3v2_005766.jpg,val,stage3_002103.jpg,train,1,red,square,field_mixed,none,149,446,120,118,120,-15.913,0.00675,motion,light,7,156.611,none,normal,none,none,none,none,size_bucket=medium;augmentation=light_motion,65e697c299b983149eec3b9142d033668957a841394153db818f99ff607a5e7f,4ff7d7e1382d2307cabb5725dbdb631bca1b5f2ae7348c1f6f02a63adb34507b
stage3_002104,stage3,stage3v2_008589.jpg,train,stage3_002104.jpg,train,1,red,square,field_mixed,none,133,291,144,148,148,-10.927,0.03066,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,bd154331ee8d497c927719b0066d40ff1335b14f3b616256f357a8c44c3e8b44,ef1b1ecef3fc847164d37b61e10aa172f77dbe570c99593cb7a8556407587f20
stage2_003360,stage2,stage2v2_009744.jpg,train,stage2_003360.jpg,train,1,red,square,grass,none,348,275,161,161,161,0.950,0.00385,none,none,0,0,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,292d0d8572ad71ce41c5b2c8c15d23cde843c4679bed815f425c6e4283fb04d0,5488a3ed86f18ac663676a02feefc0b45ffbf7ed76913624887d29959b251c3c
stage2_003361,stage2,stage2v2_004737.jpg,train,stage2_003361.jpg,train,0,none,negative,soil,white_ground_mark,0,0,0,0,0,0.000,0.00000,none,none,0,0,none,normal,none,none,none,none,size_bucket=none;augmentation=mild_noise;negative=white_ground_mark,ebf018b18b0295090d4dccdfb14e86353d69401fc793558d303b6351dab4d7ae,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage3_002105,stage3,stage3v2_005397.jpg,train,stage3_002105.jpg,train,1,blue,square,field_mixed,none,202,175,185,186,186,-28.141,0.01330,motion,light,11,99.481,none,normal,none,none,none,none,size_bucket=medium;augmentation=light_motion,06a74a257ec91e3406c941eb098b5e1e7f66050a8c452b57d4b19bfb3c5f6b80,822c00f821369cbba0ab98a0556e289ea782a3f22fc133fb388fe1e72a26d49e
stage2_003362,stage2,stage2v2_009170.jpg,train,stage2_003362.jpg,train,1,red,square,field_mixed,none,407,292,101,103,103,3.017,0.01705,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,3adf9cc2d6d77b469bda0b4a06d8908d577bc6f7bdf33b26b69d6ee225a47256,cce260e00ef2a5f180448170eb2f1e1959e889b5a2857f37f890124ca56a10ed
stage1_000800,stage1,stage1_000355.jpg,train,stage1_000800.jpg,train,1,red,square,gray_noise,none,362,176,106,106,106,1.638,0.00434,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium_large,e6c331376e5ebc6dd80c547e95bcad5e17816e8ccdb73ef6c0dd32d46f41b1fb,b934f6a06b025dac8fae263ed51b281ff47c6de4b2e1ca501682ab90979456fa
stage4_002502,stage4,stage4v2_006011.jpg,train,stage4_002502.jpg,train,1,red,square,field_mixed,none,371,42,75,74,75,13.705,0.02563,none,none,0,0,glare,medium,none,medium,mild_over,none,size_bucket=medium;augmentation=partial_glare,a16cd58a88d1f172a798f37fe872997624b91c69d48bea9bf886bcf10980c7a0,a9563c673844065bf53f32d42130a76ddcb53fd629cd3271ce44b820f5f00e7a
stage4_002503,stage4,stage4v2_009769.jpg,train,stage4_002503.jpg,train,1,blue,square,soil,none,408,281,81,80,81,17.488,0.02528,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=small;augmentation=clean,55267a27a92f69f26f5abbd7e7656c2c94b6f2e6e4ed62ac16a813baf86b54dc,224cafc43433603af573285f9c6002cdcc1f46d89aa1f9f42aba748367fb0271
stage4_002504,stage4,stage4v2_005909.jpg,train,stage4_002504.jpg,train,1,red,square,soil,none,201,214,51,50,51,-4.173,0.01063,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=small;augmentation=clean,3f907c6087d1639fbf6956c41d6cbcca94a9d70b730022d2963d4d55c66f69cb,cf6ea6e26bac5a114bad6e560627aafc0137534f8a48e88e0fe9ef1d32ea24a9
stage3_002106,stage3,stage3v2_006257.jpg,val,stage3_002106.jpg,train,1,blue,square,field_mixed,none,47,59,243,241,243,13.633,0.01159,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,80be49f80201bf84aa63e91695e8434dbbbe8e98e83e7f8ea62dc6fa899a169f,b98fa23b7e538d8aa9a9a10a8625e24a1b984d441ccdd7f76913bd29070a20bc
stage1_000801,stage1,stage1_001239.jpg,val,stage1_000801.jpg,train,1,red,square,plain_dark_gray,none,516,392,52,52,52,1.812,0.00821,none,none,0,0,none,normal,none,none,none,none,size_bucket=small,95d72d34251daf48f213a6720221fed065cf2fa22b0155f3a872543a53c961e4,1488361e0a9bd391ac28fffc274f67b07f4e80874b50c6c6391b6fe802652a06
stage1_000802,stage1,stage1_003549.jpg,test,stage1_000802.jpg,test,1,blue,square,gray_noise,none,313,146,155,157,157,-3.535,0.00927,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium_large,7950fbefb65c572c25fc927a54af9e7b2b46875d70e0419496fd1a281fc0ac43,1c25d8b04fa2170f6f84b95823aea0eccb6217fc39b642a8d0d12fe0e1e9a930
stage2_003363,stage2,stage2v2_003288.jpg,train,stage2_003363.jpg,train,1,blue,square,soil,none,137,309,179,177,179,-1.492,0.02706,none,none,0,0,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,900fe872aae68474be1b16b12d9aafdc43d9176f6822ae841076b5904eb2f653,2a6b2bae4ddcbfbde99de8fcbff63c00ec93960e59508a19c2346e1dc477a1fe
stage4_002505,stage4,stage4v2_011913.jpg,train,stage4_002505.jpg,train,1,red,square,field_mixed,none,300,174,169,168,169,17.617,0.01943,none,none,0,0,sunny,medium,none,none,mild_over,none,size_bucket=large;augmentation=sunny,979a335d63c19324866c7dc8c28c6a3035edd85fbdca1534c6927fef73c7ae9c,8b1c5a7bac31f4ff89c989bf7f7e13cc3504535b04cae3ffe54bcbd4dc7d6778
stage3_002107,stage3,stage3v2_003126.jpg,train,stage3_002107.jpg,train,1,red,square,field_mixed,none,240,432,121,125,125,7.108,0.03176,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,005631027f3a87fb28fe19064b0664c69e47bc2efdb7f24292ce376828801978,4ee30804266dbf1112f2a9db8777f638f36eeccdf5544d18d6fe36cc2ec01056
stage2_003364,stage2,stage2v2_009583.jpg,train,stage2_003364.jpg,train,1,blue,square,field_mixed,none,217,193,173,180,180,-2.419,0.01518,none,none,0,0,none,mild,none,none,none,none,size_bucket=medium;augmentation=mild_light,ea274b74515fe46e7f7f17299155c18ccb9780cbd41f410dc0dcbc0b5ae2aae2,c8707e72a968428807184ad1b2e4a9d6f75cd7e7bc022fa7cd0587056f71427f
stage2_003365,stage2,stage2v2_004113.jpg,train,stage2_003365.jpg,train,1,blue,square,grass,none,306,179,124,124,124,11.515,0.00553,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,f56d396d0c79034cf9bd2c00f29469667e259995cb57b89c4e1f426f4add7e33,31d110af30a820a2b63b60c4dbb3bcdebe163165fb77d1543e23b552adcd8650
stage3_002108,stage3,stage3v2_003156.jpg,train,stage3_002108.jpg,test,1,blue,square,field_mixed,none,193,300,97,98,98,16.700,0.00354,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=small;augmentation=clean,aa2ac4c9ec77a4919b3a094cdd5c37a4f06dc9c8f30001afdd50026ce0d11e90,f2677e36f2bd30b5edaef063d2835cc676a03c9685cd41308e45e282b57d122d
stage4_002506,stage4,stage4v2_003930.jpg,train,stage4_002506.jpg,test,1,blue,square,grass,none,298,211,221,208,221,-1.190,0.02991,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=large;augmentation=clean,ca42dbe79007b42fd80c7f8decc7eff8f114b08ed8d59b80e72328bbe76c7b84,7036a8d4f9fe03057e0e47d6cb4ffbc2bbcec029c9d203fd9a80a018719b7fbf
stage4_002507,stage4,stage4v2_006994.jpg,train,stage4_002507.jpg,train,1,blue,square,grass,none,442,262,110,110,110,-9.221,0.00193,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=medium;augmentation=clean,1af08ccd3e8d34079c366526cf4445576ff4dd4c43412b8749ba3dbf7d8315e3,7027086faa994911dc886d593ce97aed809d18eac2a6dc89bc366b7a9cb955e2
stage4_002508,stage4,stage4v2_007065.jpg,train,stage4_002508.jpg,train,1,red,square,field_mixed,none,260,109,164,164,164,3.245,0.00113,motion,light,0,0,blur_light,medium,medium,none,normal,none,size_bucket=large;augmentation=blur_light,0da9a8c0dac3a274cbc9e67a148497f4ffb99960a83246b02d60b14d3714818d,f6ec76a39177b69fa4e14c38df910a2c7d38a592877f5e7dabb0dd80fc926014
stage4_002509,stage4,stage4v2_000883.jpg,train,stage4_002509.jpg,val,1,blue,square,field_mixed,none,32,304,161,158,161,-4.471,0.01215,none,none,0,0,sunny,medium,none,none,mild_over,none,size_bucket=medium;augmentation=sunny,ffe78023f45abfb389df9013fe4de5951d45436372606db71b912a041daddcb9,24e6d921349d203027452527865ebaa8c9d8765d13f49ce3670b3f10041735ff
stage2_003366,stage2,stage2v2_010540.jpg,val,stage2_003366.jpg,train,1,red,square,field_mixed,none,206,16,188,188,188,19.952,0.00006,none,none,0,0,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,42a09a49a58db9371315dfd931c21fa0ad16ffce85a03003a61f66c84ed1f859,51bec74ff717d80ce023b32cf8596fa2b68467b27492710455e140862ec21b42
stage3_002109,stage3,stage3v2_000190.jpg,train,stage3_002109.jpg,test,1,red,square,field_mixed,none,197,422,40,41,41,-13.895,0.02208,motion,light,5,123.449,none,normal,none,none,none,none,size_bucket=very_small;augmentation=light_motion,c4a8b1151b552d262c641f7f5bb3ea42dcf76bd0ee4b49d4343e2b0b08b1c627,06ee0dd4591a74d8afbd837180efa25c73182ca50d6026be798a79c461858091
stage2_003367,stage2,stage2v2_005873.jpg,val,stage2_003367.jpg,train,1,blue,square,field_mixed,none,244,53,276,273,276,-20.407,0.01456,none,none,0,0,none,normal,none,none,none,none,size_bucket=large;augmentation=mild_noise,960ca42b492697b9c25c1d7c54949103c586b12d909e2a47dd5dbb3da5419232,efda4d896a1cbbbd481a78da1b04a161ff2f2c95beb2e4b165e4b4a1a61a9017
stage2_003368,stage2,stage2v2_004616.jpg,test,stage2_003368.jpg,train,1,blue,square,field_mixed,none,450,166,143,141,143,-6.725,0.02017,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,de39d98e9297b563bbf23e13ddd93c42932066c69c87d31cc4c7fe779d7b51be,5e4d321eb30f5da525f6ead5ac394c1479ff62b4e27284357e8f6a2ee5fe04e3
stage2_003369,stage2,stage2v2_000630.jpg,train,stage2_003369.jpg,train,0,none,negative,grass,white_ground_mark,0,0,0,0,0,0.000,0.00000,none,none,0,0,none,mild,none,none,none,none,size_bucket=none;augmentation=mild_light;negative=white_ground_mark,64215a3d0216101089179a902b5787f1d261a44fa2634b71459f8057fa1ce533,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage2_003370,stage2,stage2v2_005489.jpg,train,stage2_003370.jpg,train,0,none,background,grass,none,0,0,0,0,0,0.000,0.00000,none,none,0,0,none,mild,none,none,none,none,size_bucket=none;augmentation=mild_light,5d9b617268d201b94ef23c26c4a6dfcd47b37dfcabba13c518056a22fa984b2e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage4_002510,stage4,stage4v2_000102.jpg,train,stage4_002510.jpg,train,1,blue,square,grass,none,164,176,95,94,95,1.859,0.03194,none,none,0,0,glare,medium,none,medium,mild_over,none,size_bucket=medium;augmentation=partial_glare,5b0be552ae1ea3926c05294b12253585e1b4adbd7cf99c7ea5ee614668a5408c,f878c6b2b48fe69a32499b473df959c81f4d8aa557d0c9c72b9fc253efbfb4dc
stage2_003371,stage2,stage2v2_008138.jpg,val,stage2_003371.jpg,train,1,red,square,grass,none,441,166,112,111,112,0.660,0.01755,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,633d66303cab13c7f83869998f3ab3e7d53faa62613feec8dcdafd6c3e230730,6047bf9f0be04c4ace7956f2bef9656b3053e87746b4ec6cd117f81493229b0a
stage4_002511,stage4,stage4v2_009636.jpg,train,stage4_002511.jpg,train,1,blue,square,grass,none,384,396,91,90,91,-4.799,0.01021,none,none,0,0,shadow,light,light,none,normal,none,size_bucket=small;augmentation=shadow,5f509515a75bbd673348920cf74d710e9df1aba502e79b0598f812eacdac3e0c,0346e177f84f0ffa167bcf9422da55ffffe8c999051ed1289cca51b09f05fd2d
stage2_003372,stage2,stage2v2_007150.jpg,train,stage2_003372.jpg,test,1,red,square,soil,none,223,78,83,79,83,-4.857,0.02115,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,d91c2ad0a2d7536d7a62a1adc91238b3fa5382208e012c0418efbcbddddb10fd,03adbc607c187ec4b87e8c4960ca81bfe4496fa7fee5b5c3d0858c698ba777a3
stage2_003373,stage2,stage2v2_004574.jpg,train,stage2_003373.jpg,train,1,red,square,field_mixed,none,206,273,116,118,118,9.457,0.02501,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,973dde8bd21b6c394e56a2c6b9490ee1bcacbb99d98824043d434e06987225aa,06d90380508405dcd0e65a473bf21d56721f48f0c3f1ac10d69fb1b7e19c92eb
stage3_002110,stage3,stage3v2_001809.jpg,train,stage3_002110.jpg,train,1,blue,square,soil,none,101,247,226,227,227,10.552,0.00316,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,fcd5789724b8e7e9c95fe49312ececefccbd0fb15dad79f734f65809a77bf677,13c84ce490f4cf16c9c2bceff69c313825191c284fac30c4cf37a9bfdd12c1b5
stage4_002512,stage4,stage4v2_006429.jpg,train,stage4_002512.jpg,test,1,red,square,grass,none,54,159,121,120,121,21.774,0.01911,motion,light,0,0,blur_light,medium,none,none,mild_over,none,size_bucket=medium;augmentation=blur_light,59e75aeedf4f50370d2e9ca42b5141be4ceca407858d6372fc9856419501b4f5,36756bee5c12dd2bd1ab93468a218845d4cd444d69fcf15e104a7bc727790866
stage2_003374,stage2,stage2v2_014554.jpg,val,stage2_003374.jpg,train,1,red,square,soil,none,439,195,169,166,169,-11.900,0.01439,none,none,0,0,none,normal,none,none,none,none,size_bucket=large;augmentation=mild_noise,3ddf78b192d69e641fe98f672581bfa20c719941a0dcc140b8dbb4505a08f3f4,fc0d177f154279cdce43ea3e7960387844f990c0cf9c2273d6a1dbdf2c414fd5
stage2_003375,stage2,stage2v2_013601.jpg,train,stage2_003375.jpg,train,0,none,background,field_mixed,none,0,0,0,0,0,0.000,0.00000,none,none,0,0,none,normal,none,none,none,none,size_bucket=none;augmentation=mild_noise,0ee960b6fb898a8b8b09c331f27598bffd034f0ce00bf0cb65d9efcaa14258d4,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage2_003376,stage2,stage2v2_004946.jpg,train,stage2_003376.jpg,train,0,none,background,soil,none,0,0,0,0,0,0.000,0.00000,none,none,0,0,none,normal,none,none,none,none,size_bucket=none;augmentation=clean,3aec9f2f6b03e47dca9e058107bc1c83fd8d6301e4f2d5591a4e6e670292c489,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage2_003377,stage2,stage2v2_009410.jpg,train,stage2_003377.jpg,train,1,blue,square,field_mixed,none,309,503,80,80,80,15.098,0.01049,none,none,0,0,none,normal,none,none,none,none,size_bucket=small;augmentation=clean,642edc0ac0bc58819cb378efe73a82d0270596337af118eccde333074a7f198b,b08414c8b9038aaf7b56e03538569a6fbf82d70ace2f5a9e4a9a56041aa24167
stage2_003378,stage2,stage2v2_005268.jpg,train,stage2_003378.jpg,train,1,blue,square,grass,none,149,138,172,170,172,-21.213,0.02373,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,acf445080d14667cea1e8953a2a241a686dff629be2cf50ce41ca17525fcfd14,311673757285e373ca8968487be7dc4db27b8ea78ace08fdd36b841bd7933154
stage4_002513,stage4,stage4v2_005563.jpg,train,stage4_002513.jpg,train,1,red,square,field_mixed,none,117,238,93,96,96,5.988,0.02842,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=medium;augmentation=clean,c732db351ec886e37be49f747ef46bd7dfdfc8c40e226701322cb728a7ae28b2,01793cfd913d07f2fd8f813cf7ee1ae9616cbc4928e28810c0483ff4099349c4
stage2_003379,stage2,stage2v2_007420.jpg,train,stage2_003379.jpg,train,1,red,square,grass,none,347,339,77,78,78,-9.818,0.01387,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,66ab212d264e981dec67d0bd5029e41ac2cb4192572da64c7d8886593508c558,92c672db2d9c31cb1c23b95960bde55b35f35f181fbd804de01724b5af234701
stage2_003380,stage2,stage2v2_009526.jpg,train,stage2_003380.jpg,train,0,none,background,field_mixed,none,0,0,0,0,0,0.000,0.00000,none,none,0,0,none,normal,none,none,none,none,size_bucket=none;augmentation=clean,c5df978f19e485bf12b3d97eeeb743881e45c6016a706e004a5b9254f03d1275,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage3_002111,stage3,stage3v2_007322.jpg,train,stage3_002111.jpg,train,1,blue,square,grass,none,231,382,80,81,81,-22.532,0.01800,motion,light,7,60.560,none,normal,none,none,none,none,size_bucket=small;augmentation=light_motion,5a5594d12870fb85d31ce5763e6d3307c81b2f3f1979b86ac5321764db054e9f,db16569784f42665e71dcf9dd5d7da9f9e2c4e5d290d66e92e3b1c0b4ec19878
stage4_002514,stage4,stage4v2_006134.jpg,train,stage4_002514.jpg,train,1,blue,square,grass,none,498,117,70,70,70,-11.632,0.00285,none,none,0,0,shadow,light,light,none,normal,none,size_bucket=small;augmentation=shadow,c41880359f853a6e2383496ece2b9abec3b949aa0f33aed5004c83b7a9cc6b77,d4452502706549bf3d35b4681c73dbf26877ac4fa734346b919061ecf5668c78
stage2_003381,stage2,stage2v2_015381.jpg,train,stage2_003381.jpg,train,1,red,square,field_mixed,none,140,136,117,116,117,21.829,0.00432,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,8f88325bc337780ece9de59dd339860f634d7b0a352bea97f73e9283b4365542,0e9e5c0ab54cd2bdb32bdcbdc942f3c01386f61f9648d08c2b9960d751779746
stage3_002112,stage3,stage3v2_009285.jpg,val,stage3_002112.jpg,train,1,blue,square,field_mixed,none,278,113,188,188,188,8.856,0.00041,motion,light,9,159.469,none,normal,none,none,none,none,size_bucket=medium;augmentation=light_motion,abcc561f71a088f3786735877b1942b416be0c89ed65b5fca437c0a9e668c7d5,62b1f46387d2d51e9e23363b4b4a7eca52c4f154daaed157d1039c0d92f14374
stage2_003382,stage2,stage2v2_012433.jpg,train,stage2_003382.jpg,train,1,red,square,grass,none,342,534,84,86,86,1.887,0.01396,none,none,0,0,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,d6532ca2f93b876e99d4c64c85bdccbb09a1dc306c2d6c174cd51709cabef76c,0a0551a01cc4603adec836824e8ab147ceb563cddde9596572640f7db8a418e8
stage4_002515,stage4,stage4v2_007890.jpg,train,stage4_002515.jpg,train,1,blue,square,field_mixed,none,190,111,125,125,125,8.367,0.00269,none,none,0,0,shadow,medium,medium,none,normal,none,size_bucket=medium;augmentation=shadow,581fe04bb52c5ce967c4f299c19db1b7a491149286c3cca82f2bda32203b18ae,b6e662ea5bd273f1723d2d01d888326f1d88a02aa8b151c7fd9057f16a6319ec
stage4_002516,stage4,stage4v2_004980.jpg,train,stage4_002516.jpg,train,0,none,background,grass,none,0,0,0,0,0,0.000,0.00000,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=none;augmentation=clean,ab4d9102b65daf8c18ca7f7c1728d5fcd679feb16e2d287e3399ec908f0323b7,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage4_002517,stage4,stage4v2_002222.jpg,val,stage4_002517.jpg,train,1,red,square,field_mixed,none,137,375,133,134,134,11.468,0.00897,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=medium;augmentation=clean,4368afdee136e72f00b3a6aaf687b953d204d09efee98f237de7e1dd288f792d,7a64357c704267eb2bdef1301b7e3d04b1bb2dde7174dcd89a75560ac8f30942
stage2_003383,stage2,stage2v2_013320.jpg,train,stage2_003383.jpg,test,1,red,square,field_mixed,none,240,266,149,150,150,6.399,0.01800,none,none,0,0,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,f5782354440c0ea368ba8c68c69b98fcb604a8ced2ede6a39a0f4e21864cfede,0b7e7863de05aff199a25a6f899e5f8bc63f6bbc1855e8736e64bcb49b5154c5
stage3_002113,stage3,stage3v2_003034.jpg,train,stage3_002113.jpg,train,1,red,square,field_mixed,none,446,191,73,73,73,-13.789,0.02047,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,91e6a2417c2007f3980912184e55643f0074d78cde99d2e981cc372fd6fde60b,a95d1855903983f797139661d8d3c97109654b14342749a7d4af70ba3a812ee5
stage2_003384,stage2,stage2v2_001785.jpg,train,stage2_003384.jpg,train,1,red,square,grass,none,401,360,158,165,165,-1.843,0.02937,none,none,0,0,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,1dd7ea6ce0174d862555a1ec23e4ba5b75000c3c6deb813f001b1f1c145ed34f,3e9de43ee694c6ac739bab107bc9f8453c52f693f1aee7dfddc635741a99c34e
stage3_002114,stage3,stage3v2_009341.jpg,train,stage3_002114.jpg,train,1,red,square,grass,none,294,422,127,128,128,-8.958,0.00261,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,fd50e55821285b123c5acbb1d28463ff03de9c894d1c3c0e0d46fb44f6b114c6,d82276cb6e192be774705520bb00e8f4f83800d06812418aa62edfbfce44ba5d
stage3_002115,stage3,stage3v2_001722.jpg,train,stage3_002115.jpg,train,1,blue,square,dry_grass,none,168,212,259,259,259,-6.280,0.01396,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,5ca14b78704f3f24dba46a30bf71d3569cbacdc8fbbe5e603303411ba6b848ae,ddb3ce9a455bdb5d2b388422ce7eff54c8316c66885feb61b767c62f5aadca9a
stage2_003385,stage2,stage2v2_009034.jpg,train,stage2_003385.jpg,train,0,none,background,grass,none,0,0,0,0,0,0.000,0.00000,none,none,0,0,none,mild,none,none,none,none,size_bucket=none;augmentation=mild_light,b7208327a85ff6e6076190bf753255e0689605b0f96aef20597539e26ba276fd,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage2_003386,stage2,stage2v2_003234.jpg,train,stage2_003386.jpg,train,1,blue,square,field_mixed,none,264,82,277,278,278,-7.187,0.01112,none,none,0,0,none,mild,none,none,none,none,size_bucket=large;augmentation=mild_light,c5745a939ca32c9d164566cf99b8bb3a6eed6a9b6c3c57de331452f4d41a63d2,343f344096bd2789d3e13a2f1ce275abb5d35d940976175f1723d3a242fbc9d8
stage4_002518,stage4,stage4v2_000561.jpg,train,stage4_002518.jpg,train,1,blue,square,soil,none,320,240,272,274,274,11.935,0.01747,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=large;augmentation=clean,b7dc8a49ae157bcbf31be0c5e3f17ea63d4e68112b8c183fe0c074e22d939074,922f3d555c562dbd185fa3ca2a3359b20d7dc5d6be9933f5da3cbfde57172396
stage3_002116,stage3,stage3v2_003316.jpg,train,stage3_002116.jpg,train,1,red,square,field_mixed,none,319,42,177,177,177,-22.341,0.01926,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,692b3d2942d60599018a3c8a202f45cf727b908e9b429a306d918e360c0077df,87f0933187e3a797edb8fcb07493c56ecded32431b9b57a1be4498b072c822fb
stage4_002519,stage4,stage4v2_011263.jpg,test,stage4_002519.jpg,train,1,red,square,field_mixed,none,347,371,33,34,34,9.450,0.01299,none,none,0,0,normal,normal,none,none,normal,none,size_bucket=very_small;augmentation=clean,2948ebc8adfb6b51f1f2d580ebf4f793f58c96cf8ce3a2a700f073d8ff4037bb,28f54aa54c269e33bfdbda3817a8121ffd7b3d8778b10bad64edd3a47bd1320f
stage4_002520,stage4,stage4v2_007217.jpg,train,stage4_002520.jpg,train,1,blue,square,field_mixed,none,190,341,94,95,95,11.203,0.01500,none,none,0,0,sunny,light,none,none,mild_over,none,size_bucket=small;augmentation=sunny,85e9b5d68fde7d3799f1455233dd915dc1fc7e6420f03f59c938a5532778a746,e1ab9d75c63bfddcac2e37888a90479da1aec082f210f0c334b40ed8355a8c6c
stage2_003387,stage2,stage2v2_009399.jpg,train,stage2_003387.jpg,train,0,none,background,grass,none,0,0,0,0,0,0.000,0.00000,none,none,0,0,none,mild,none,none,none,none,size_bucket=none;augmentation=mild_light,4ae9f5b391f2fbc576162702fedd503ac87f2a96b2f22cb170fc61e96490e86d,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stage3_002117,stage3,stage3v2_009544.jpg,train,stage3_002117.jpg,val,1,blue,square,grass,none,98,137,183,184,184,-4.094,0.02772,none,none,0,0.000,none,normal,none,none,none,none,size_bucket=medium;augmentation=clean,99fd3c7a5998163b524bc5fa5266cde83d649bcd7231c94546afd1b3e2e5481e,dafdd6b1b907273af708edd772f34d4658a0b375236453a3731c0f80bcd3bb03
stage2_003388,stage2,stage2v2_001256.jpg,train,stage2_003388.jpg,train,1,blue,square,grass,none,239,299,208,208,208,4.575,0.01877,none,none,0,0,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,65943215a2bedac243fbebfc08e35d720e3ea54cb6e36f68132fae0440c95289,60e0ba6b7cb2d1f4f98d307a98f124e5b71d42368f9ad04bc27f9172ff4019e6
stage2_003389,stage2,stage2v2_012299.jpg,train,stage2_003389.jpg,test,1,blue,square,field_mixed,none,90,262,299,300,300,-15.920,0.00391,none,none,0,0,none,normal,none,none,none,none,size_bucket=large;augmentation=clean,585394c1e81ae4f97e517612c7cbbbc1e7390c3eba7e06886dc1e75497a0f655,57f6012e115c618ed06e88b9f8b708214342cf6152787b95e07ab75d4a8acc7b
stage3_002118,stage3,stage3v2_000511.jpg,train,stage3_002118.jpg,train,1,blue,square,grass,none,39,10,218,216,218,-20.303,0.00663,motion,medium,15,177.651,none,normal,none,none,none,none,size_bucket=medium;augmentation=medium_motion,2643868f9a97cb7f573fca8e4d9af965f98944eec55935cfccd6ebcc836b9901,e26519ca267a6378d35793acf87f67def8cdf0a3486ecff9d90825824a4111e4
